Airline,Source,Destination,Total_Stops,Price,Dep_Weekday,Dep_Interval,Arrival_Interval,Duration(mins)
Vistara,Banglore,Delhi,0,4668,Thursday,Noon,Afternoon,170
Air India,Banglore,New Delhi,1,14594,Wednesday,Noon,Morning,1265
Jet Airways,Kolkata,Banglore,1,14231,Sunday,Afternoon,Before Dawn,710
Air India,Delhi,Cochin,1,8425,Wednesday,Before Dawn,Morning,1535
Multiple carriers,Delhi,Cochin,1,9646,Wednesday,Morning,Midnight,925
IndiGo,Chennai,Kolkata,0,7295,Sunday,Afternoon,Afternoon,145
Air Asia,Kolkata,Banglore,1,5162,Tuesday,Morning,Noon,220
IndiGo,Banglore,New Delhi,0,6860,Saturday,Evening,Evening,175
Vistara,Delhi,Cochin,0,6216,Monday,Morning,Morning,190
Air Asia,Kolkata,Banglore,1,5192,Friday,Morning,Evening,710
IndiGo,Banglore,Delhi,0,4823,Tuesday,Evening,Midnight,170
SpiceJet,Banglore,Delhi,0,3919,Wednesday,Morning,Noon,170
IndiGo,Mumbai,Hyderabad,0,2754,Monday,Evening,Evening,90
Multiple carriers,Delhi,Cochin,1,9315,Thursday,Morning,Evening,690
Multiple carriers,Delhi,Cochin,1,11667,Wednesday,Noon,Evening,530
Jet Airways,Kolkata,Banglore,1,6224,Wednesday,Morning,Before Dawn,1215
Air India,Kolkata,Banglore,2,13349,Sunday,Morning,Before Dawn,1210
Jet Airways,Banglore,New Delhi,1,11087,Monday,Afternoon,Morning,965
Multiple carriers,Delhi,Cochin,1,15603,Wednesday,Noon,Midnight,755
Jet Airways,Delhi,Cochin,2,15129,Thursday,Evening,Noon,1025
IndiGo,Banglore,Delhi,0,4823,Tuesday,Afternoon,Evening,180
Vistara,Kolkata,Banglore,1,8452,Wednesday,Morning,Midnight,930
Multiple carriers,Delhi,Cochin,1,12524,Thursday,Morning,Evening,690
SpiceJet,Chennai,Kolkata,0,3384,Wednesday,Afternoon,Evening,140
Jet Airways,Delhi,Cochin,1,10262,Saturday,Evening,Evening,1425
SpiceJet,Mumbai,Hyderabad,0,1965,Tuesday,Noon,Afternoon,90
IndiGo,Kolkata,Banglore,0,4804,Saturday,Midnight,Midnight,155
Jet Airways,Delhi,Cochin,1,16079,Monday,Evening,Evening,1485
Jet Airways,Delhi,Cochin,2,13292,Saturday,Evening,Evening,1295
Air Asia,Delhi,Cochin,1,6751,Thursday,Morning,Noon,330
Air India,Delhi,Cochin,1,8669,Wednesday,Morning,Evening,735
IndiGo,Delhi,Cochin,1,14871,Sunday,Afternoon,Midnight,485
Jet Airways,Delhi,Cochin,1,12898,Tuesday,Afternoon,Evening,300
SpiceJet,Banglore,Delhi,0,3919,Thursday,Morning,Noon,170
Multiple carriers,Delhi,Cochin,1,36983,Friday,Noon,Evening,385
IndiGo,Chennai,Kolkata,0,3597,Monday,Evening,Evening,140
Air India,Banglore,New Delhi,0,10741,Saturday,Afternoon,Evening,165
Air India,Kolkata,Banglore,2,11432,Thursday,Afternoon,Before Dawn,765
Jet Airways,Banglore,New Delhi,1,11087,Tuesday,Evening,Noon,950
Jet Airways,Delhi,Cochin,2,13292,Monday,Morning,Noon,1620
Air India,Delhi,Cochin,3,10493,Saturday,Before Dawn,Morning,1585
GoAir,Banglore,New Delhi,0,7631,Saturday,Morning,Noon,175
Air India,Delhi,Cochin,2,13381,Thursday,Morning,Morning,1490
Jet Airways,Kolkata,Banglore,1,13731,Thursday,Evening,Before Dawn,520
Air India,Delhi,Cochin,2,11911,Tuesday,Before Dawn,Morning,1545
IndiGo,Banglore,Delhi,0,4591,Thursday,Midnight,Before Dawn,170
Multiple carriers,Delhi,Cochin,1,14848,Monday,Noon,Evening,375
Multiple carriers,Delhi,Cochin,1,8266,Wednesday,Morning,Evening,630
Air India,Delhi,Cochin,2,12392,Saturday,Afternoon,Evening,1560
Jet Airways,Kolkata,Banglore,1,13044,Wednesday,Evening,Noon,1025
Jet Airways,Delhi,Cochin,1,12898,Tuesday,Morning,Before Dawn,1280
Jet Airways,Delhi,Cochin,1,12242,Thursday,Midnight,Before Dawn,335
IndiGo,Banglore,Delhi,0,3943,Saturday,Noon,Noon,170
Vistara,Kolkata,Banglore,1,11105,Sunday,Evening,Midnight,1550
Jet Airways,Kolkata,Banglore,1,14388,Sunday,Evening,Morning,730
Jet Airways,Delhi,Cochin,2,13014,Saturday,Evening,Noon,1025
Multiple carriers,Delhi,Cochin,1,15411,Wednesday,Noon,Evening,510
Jet Airways,Delhi,Cochin,1,16289,Saturday,Evening,Evening,1385
IndiGo,Delhi,Cochin,1,6442,Wednesday,Morning,Afternoon,560
Jet Airways,Kolkata,Banglore,1,10844,Saturday,Morning,Afternoon,475
Jet Airways,Mumbai,Hyderabad,0,5678,Saturday,Noon,Noon,90
IndiGo,Banglore,Delhi,0,6906,Friday,Midnight,Before Dawn,170
SpiceJet,Chennai,Kolkata,0,3543,Tuesday,Morning,Noon,135
Jet Airways,Delhi,Cochin,1,14714,Thursday,Morning,Evening,600
Multiple carriers,Delhi,Cochin,1,14323,Wednesday,Noon,Evening,465
SpiceJet,Banglore,Delhi,0,3971,Tuesday,Evening,Midnight,175
Vistara,Kolkata,Banglore,1,8452,Monday,Evening,Midnight,1580
Vistara,Banglore,Delhi,0,5403,Friday,Morning,Morning,160
Multiple carriers,Delhi,Cochin,1,13727,Thursday,Noon,Evening,660
Air India,Kolkata,Banglore,2,12639,Monday,Noon,Before Dawn,1165
Jet Airways,Banglore,Delhi,0,5198,Thursday,Afternoon,Evening,175
Vistara,Banglore,Delhi,0,4878,Saturday,Evening,Midnight,165
Jet Airways,Delhi,Cochin,1,12373,Saturday,Evening,Evening,1395
Multiple carriers,Delhi,Cochin,1,8552,Sunday,Morning,Afternoon,540
Vistara,Delhi,Cochin,0,6741,Sunday,Afternoon,Afternoon,190
Multiple carriers,Delhi,Cochin,1,6481,Tuesday,Noon,Evening,385
Multiple carriers,Delhi,Cochin,1,7354,Thursday,Noon,Evening,520
Air India,Banglore,Delhi,0,5228,Sunday,Evening,Midnight,170
Jet Airways,Kolkata,Banglore,1,10844,Sunday,Morning,Evening,740
IndiGo,Delhi,Cochin,1,6347,Saturday,Morning,Noon,320
Air India,Banglore,New Delhi,1,5013,Friday,Morning,Noon,240
Jet Airways,Kolkata,Banglore,1,9663,Sunday,Evening,Before Dawn,585
IndiGo,Banglore,Delhi,0,4823,Saturday,Evening,Evening,175
Air India,Delhi,Cochin,2,13381,Monday,Afternoon,Evening,1580
SpiceJet,Chennai,Kolkata,0,3543,Saturday,Morning,Noon,135
Jet Airways,Kolkata,Banglore,1,9663,Wednesday,Evening,Before Dawn,585
Jet Airways,Kolkata,Banglore,1,7064,Monday,Evening,Evening,1495
Jet Airways,Delhi,Cochin,1,10262,Sunday,Morning,Evening,715
Air India,Delhi,Cochin,2,13013,Saturday,Noon,Evening,500
Jet Airways,Delhi,Cochin,2,15339,Thursday,Evening,Noon,1045
GoAir,Banglore,Delhi,0,4937,Thursday,Noon,Afternoon,170
IndiGo,Delhi,Cochin,1,6818,Thursday,Before Dawn,Noon,425
Air India,Delhi,Cochin,2,10441,Saturday,Evening,Evening,1275
Jet Airways,Delhi,Cochin,1,5177,Wednesday,Afternoon,Evening,300
IndiGo,Chennai,Kolkata,0,3858,Thursday,Noon,Afternoon,145
IndiGo,Kolkata,Banglore,1,6534,Saturday,Evening,Before Dawn,315
Multiple carriers,Delhi,Cochin,1,6795,Saturday,Noon,Midnight,910
Multiple carriers,Delhi,Cochin,1,9736,Monday,Morning,Evening,705
Jet Airways,Banglore,Delhi,0,7229,Wednesday,Evening,Midnight,180
SpiceJet,Delhi,Cochin,1,4957,Wednesday,Afternoon,Midnight,295
IndiGo,Banglore,New Delhi,0,7648,Saturday,Morning,Morning,165
SpiceJet,Kolkata,Banglore,0,3873,Saturday,Afternoon,Afternoon,150
Jet Airways,Kolkata,Banglore,1,14388,Sunday,Evening,Before Dawn,585
IndiGo,Kolkata,Banglore,0,5618,Wednesday,Afternoon,Evening,160
Multiple carriers,Delhi,Cochin,1,7408,Sunday,Evening,Midnight,390
Air Asia,Delhi,Cochin,1,13774,Sunday,Afternoon,Midnight,330
Vistara,Banglore,Delhi,0,4668,Friday,Morning,Morning,160
Jet Airways,Delhi,Cochin,2,13082,Thursday,Evening,Before Dawn,2045
Air India,Delhi,Cochin,1,8669,Monday,Before Dawn,Evening,925
IndiGo,Delhi,Cochin,1,6316,Monday,Afternoon,Midnight,570
Jet Airways,Delhi,Cochin,1,12583,Wednesday,Midnight,Before Dawn,365
Vistara,Banglore,New Delhi,0,7923,Saturday,Afternoon,Evening,160
GoAir,Delhi,Cochin,1,7378,Sunday,Morning,Noon,350
Vistara,Banglore,Delhi,0,4878,Monday,Evening,Midnight,165
Jet Airways,Kolkata,Banglore,1,10844,Saturday,Afternoon,Evening,1640
Jet Airways,Banglore,Delhi,0,7229,Wednesday,Morning,Noon,180
SpiceJet,Delhi,Cochin,1,6297,Tuesday,Morning,Noon,315
Jet Airways,Kolkata,Banglore,1,8529,Wednesday,Evening,Noon,960
Multiple carriers,Delhi,Cochin,1,13727,Saturday,Afternoon,Evening,420
SpiceJet,Kolkata,Banglore,1,6643,Friday,Morning,Afternoon,520
Multiple carriers,Delhi,Cochin,1,10197,Thursday,Noon,Evening,540
SpiceJet,Kolkata,Banglore,0,4911,Sunday,Midnight,Midnight,140
IndiGo,Chennai,Kolkata,0,6482,Wednesday,Before Dawn,Morning,140
Jet Airways,Banglore,New Delhi,1,26890,Friday,Morning,Afternoon,380
IndiGo,Kolkata,Banglore,1,3717,Saturday,Evening,Midnight,265
IndiGo,Chennai,Kolkata,0,3597,Saturday,Noon,Afternoon,140
Air India,Banglore,New Delhi,2,10846,Monday,Noon,Midnight,665
Air India,Banglore,New Delhi,1,14069,Friday,Before Dawn,Midnight,1015
Jet Airways,Delhi,Cochin,1,5177,Monday,Midnight,Noon,825
Air India,Delhi,Cochin,2,14641,Wednesday,Before Dawn,Morning,1545
IndiGo,Delhi,Cochin,1,6442,Thursday,Morning,Midnight,835
Air India,Delhi,Cochin,1,5704,Thursday,Afternoon,Midnight,315
Jet Airways,Kolkata,Banglore,1,9663,Monday,Afternoon,Morning,1155
Jet Airways,Delhi,Cochin,1,14714,Thursday,Evening,Before Dawn,450
Jet Airways,Delhi,Cochin,1,5406,Monday,Noon,Evening,540
Vistara,Kolkata,Banglore,1,8610,Wednesday,Evening,Evening,1440
Jet Airways,Delhi,Cochin,2,14237,Wednesday,Evening,Noon,1090
IndiGo,Banglore,Delhi,0,4823,Sunday,Morning,Noon,175
IndiGo,Mumbai,Hyderabad,0,2227,Wednesday,Evening,Evening,90
Jet Airways,Delhi,Cochin,1,12373,Saturday,Morning,Before Dawn,1280
Air India,Delhi,Cochin,1,8372,Thursday,Noon,Evening,375
Jet Airways,Delhi,Cochin,1,17024,Sunday,Noon,Before Dawn,870
Air India,Mumbai,Hyderabad,0,3100,Monday,Evening,Midnight,80
Jet Airways,Delhi,Cochin,1,14053,Saturday,Morning,Evening,775
IndiGo,Chennai,Kolkata,0,3540,Thursday,Before Dawn,Morning,145
Vistara,Kolkata,Banglore,1,9345,Tuesday,Evening,Evening,1350
Jet Airways,Delhi,Cochin,2,10368,Saturday,Before Dawn,Before Dawn,1375
Jet Airways,Banglore,New Delhi,1,26890,Friday,Morning,Noon,325
SpiceJet,Mumbai,Hyderabad,0,5755,Saturday,Morning,Noon,85
Jet Airways,Banglore,New Delhi,1,7832,Thursday,Morning,Afternoon,435
Jet Airways,Kolkata,Banglore,1,14388,Monday,Morning,Evening,740
Air India,Delhi,Cochin,2,8839,Thursday,Noon,Morning,1210
Air India,Delhi,Cochin,2,22096,Sunday,Evening,Evening,1275
Vistara,Chennai,Kolkata,0,3687,Monday,Morning,Morning,135
Multiple carriers,Delhi,Cochin,1,9627,Wednesday,Morning,Evening,630
Multiple carriers,Delhi,Cochin,1,13542,Thursday,Noon,Midnight,845
IndiGo,Banglore,Delhi,0,4423,Saturday,Before Dawn,Morning,170
IndiGo,Delhi,Cochin,2,8899,Sunday,Before Dawn,Evening,985
SpiceJet,Delhi,Cochin,1,5583,Sunday,Morning,Noon,315
Air Asia,Delhi,Cochin,1,6752,Monday,Afternoon,Morning,830
SpiceJet,Chennai,Kolkata,0,3543,Tuesday,Morning,Noon,135
Jet Airways,Banglore,New Delhi,1,7832,Thursday,Morning,Afternoon,435
Air India,Kolkata,Banglore,2,10991,Wednesday,Before Dawn,Morning,1625
Jet Airways,Delhi,Cochin,1,12898,Monday,Morning,Noon,1655
Jet Airways,Delhi,Cochin,1,12898,Monday,Afternoon,Evening,300
GoAir,Banglore,Delhi,0,3398,Friday,Noon,Afternoon,170
Air India,Delhi,Cochin,0,5201,Wednesday,Before Dawn,Morning,170
Air India,Kolkata,Banglore,2,13873,Monday,Noon,Midnight,920
Air India,Delhi,Cochin,1,7384,Saturday,Afternoon,Midnight,320
Jet Airways,Delhi,Cochin,1,10262,Thursday,Evening,Before Dawn,610
Jet Airways,Kolkata,Banglore,1,10031,Sunday,Morning,Noon,1655
Jet Airways,Kolkata,Banglore,1,12384,Monday,Morning,Evening,575
Jet Airways,Kolkata,Banglore,1,7757,Thursday,Afternoon,Evening,1690
Jet Airways,Banglore,New Delhi,1,17261,Wednesday,Evening,Noon,840
SpiceJet,Chennai,Kolkata,0,7298,Friday,Morning,Noon,155
Jet Airways,Banglore,Delhi,0,7229,Saturday,Afternoon,Evening,175
IndiGo,Kolkata,Banglore,0,4174,Monday,Before Dawn,Morning,155
IndiGo,Kolkata,Banglore,1,5699,Saturday,Afternoon,Midnight,280
Air India,Kolkata,Banglore,0,4880,Wednesday,Afternoon,Afternoon,150
Air India,Delhi,Cochin,1,15284,Wednesday,Morning,Evening,675
Jet Airways,Kolkata,Banglore,1,13759,Sunday,Morning,Afternoon,475
Vistara,Kolkata,Banglore,1,16092,Sunday,Morning,Evening,530
IndiGo,Mumbai,Hyderabad,0,4392,Saturday,Morning,Morning,85
Jet Airways,Delhi,Cochin,1,10262,Monday,Evening,Noon,940
SpiceJet,Kolkata,Banglore,0,3841,Wednesday,Morning,Morning,155
GoAir,Banglore,Delhi,0,5048,Saturday,Morning,Noon,175
Air India,Kolkata,Banglore,1,11096,Tuesday,Morning,Evening,805
IndiGo,Delhi,Cochin,1,5073,Wednesday,Morning,Noon,275
Jet Airways,Delhi,Cochin,1,19828,Sunday,Morning,Before Dawn,1110
Vistara,Chennai,Kolkata,0,3739,Thursday,Morning,Morning,135
Air India,Delhi,Cochin,2,10598,Saturday,Before Dawn,Evening,2295
Jet Airways,Banglore,Delhi,0,7229,Saturday,Evening,Evening,185
Vistara,Kolkata,Banglore,1,8610,Monday,Afternoon,Evening,1550
Vistara,Delhi,Cochin,0,6216,Thursday,Afternoon,Afternoon,190
Air India,Banglore,Delhi,0,6961,Sunday,Noon,Afternoon,170
Jet Airways,Kolkata,Banglore,1,10703,Monday,Morning,Evening,690
Jet Airways,Kolkata,Banglore,1,14151,Wednesday,Afternoon,Midnight,395
Jet Airways,Kolkata,Banglore,1,8586,Thursday,Morning,Noon,1655
IndiGo,Kolkata,Banglore,0,4488,Friday,Evening,Midnight,155
Multiple carriers,Delhi,Cochin,1,7408,Saturday,Evening,Midnight,450
Jet Airways,Delhi,Cochin,0,5443,Thursday,Noon,Afternoon,195
Jet Airways,Kolkata,Banglore,1,10539,Wednesday,Morning,Evening,575
Multiple carriers,Delhi,Cochin,1,7723,Saturday,Noon,Midnight,750
Multiple carriers,Delhi,Cochin,1,15411,Wednesday,Morning,Evening,680
Jet Airways,Banglore,Delhi,0,7229,Tuesday,Morning,Noon,180
IndiGo,Kolkata,Banglore,0,4804,Friday,Evening,Midnight,155
Jet Airways,Mumbai,Hyderabad,0,4050,Sunday,Before Dawn,Before Dawn,90
Jet Airways,Kolkata,Banglore,1,14151,Saturday,Afternoon,Evening,1570
SpiceJet,Delhi,Cochin,1,4957,Saturday,Afternoon,Midnight,295
Air India,Banglore,New Delhi,0,7591,Sunday,Evening,Midnight,165
Jet Airways,Kolkata,Banglore,1,11134,Sunday,Noon,Midnight,520
IndiGo,Delhi,Cochin,1,6600,Monday,Before Dawn,Noon,425
Air India,Banglore,New Delhi,0,4966,Saturday,Evening,Midnight,165
Air India,Delhi,Cochin,2,15481,Saturday,Morning,Morning,1490
SpiceJet,Kolkata,Banglore,0,5515,Friday,Midnight,Midnight,140
Jet Airways,Delhi,Cochin,1,14714,Saturday,Morning,Evening,660
GoAir,Delhi,Cochin,1,4959,Saturday,Noon,Evening,540
Jet Airways,Banglore,Delhi,0,7229,Sunday,Noon,Afternoon,175
Air India,Delhi,Cochin,0,6094,Wednesday,Evening,Evening,185
Air Asia,Kolkata,Banglore,0,4409,Wednesday,Noon,Noon,155
Multiple carriers,Delhi,Cochin,1,9794,Saturday,Morning,Evening,780
Jet Airways,Mumbai,Hyderabad,0,5678,Wednesday,Before Dawn,Before Dawn,85
IndiGo,Delhi,Cochin,1,6442,Saturday,Morning,Afternoon,455
Vistara,Banglore,Delhi,0,4878,Saturday,Morning,Morning,160
Jet Airways,Kolkata,Banglore,1,12446,Sunday,Evening,Noon,775
Jet Airways,Delhi,Cochin,2,16704,Thursday,Midnight,Before Dawn,1760
Jet Airways,Banglore,New Delhi,1,9134,Friday,Before Dawn,Noon,300
Jet Airways,Kolkata,Banglore,1,8586,Wednesday,Evening,Before Dawn,520
Jet Airways,Banglore,Delhi,0,7229,Saturday,Morning,Noon,180
Jet Airways,Banglore,Delhi,0,6144,Sunday,Morning,Noon,180
Air India,Banglore,Delhi,0,6961,Saturday,Noon,Noon,165
Jet Airways,Kolkata,Banglore,1,10844,Thursday,Afternoon,Before Dawn,730
IndiGo,Chennai,Kolkata,0,3597,Tuesday,Evening,Evening,140
SpiceJet,Banglore,New Delhi,1,7139,Thursday,Noon,Evening,475
Air India,Mumbai,Hyderabad,2,25139,Wednesday,Morning,Afternoon,1775
Jet Airways,Delhi,Cochin,2,10368,Saturday,Morning,Noon,1615
Air India,Delhi,Cochin,1,5117,Saturday,Evening,Morning,765
Multiple carriers,Delhi,Cochin,1,9211,Saturday,Noon,Evening,455
SpiceJet,Kolkata,Banglore,0,4174,Monday,Afternoon,Evening,150
Multiple carriers,Delhi,Cochin,1,10786,Monday,Morning,Evening,705
Jet Airways,Banglore,New Delhi,1,9134,Friday,Morning,Morning,1420
Jet Airways,Delhi,Cochin,2,13376,Saturday,Afternoon,Before Dawn,830
Air India,Banglore,New Delhi,1,6955,Thursday,Evening,Noon,770
Jet Airways,Kolkata,Banglore,1,10844,Thursday,Morning,Evening,590
Air Asia,Kolkata,Banglore,0,3807,Monday,Evening,Midnight,150
Jet Airways,Kolkata,Banglore,1,9663,Wednesday,Afternoon,Noon,1315
Jet Airways,Delhi,Cochin,1,12373,Thursday,Before Dawn,Before Dawn,1570
SpiceJet,Banglore,Delhi,0,4991,Wednesday,Evening,Midnight,175
Air India,Delhi,Cochin,1,6745,Thursday,Midnight,Evening,1215
Jet Airways,Delhi,Cochin,1,10262,Saturday,Midnight,Evening,1210
Jet Airways,Delhi,Cochin,1,6540,Wednesday,Afternoon,Before Dawn,655
SpiceJet,Kolkata,Banglore,0,3873,Saturday,Afternoon,Evening,150
Jet Airways,Delhi,Cochin,1,15554,Thursday,Evening,Evening,1270
IndiGo,Kolkata,Banglore,0,4804,Monday,Evening,Midnight,155
Jet Airways,Delhi,Cochin,1,7438,Wednesday,Midnight,Evening,1240
Air Asia,Banglore,Delhi,0,6181,Friday,Before Dawn,Morning,170
Multiple carriers,Delhi,Cochin,1,9424,Wednesday,Evening,Midnight,390
Air India,Banglore,New Delhi,2,12725,Tuesday,Afternoon,Midnight,1800
Air India,Banglore,New Delhi,1,6046,Friday,Morning,Evening,790
SpiceJet,Banglore,Delhi,0,3971,Saturday,Evening,Midnight,175
Jet Airways,Kolkata,Banglore,1,12692,Thursday,Evening,Afternoon,1080
IndiGo,Delhi,Cochin,1,7451,Wednesday,Afternoon,Midnight,480
Jet Airways,Banglore,New Delhi,1,13817,Tuesday,Midnight,Morning,525
Jet Airways,Kolkata,Banglore,1,10703,Monday,Morning,Midnight,750
Jet Airways,Banglore,New Delhi,1,13817,Tuesday,Evening,Noon,800
Jet Airways,Banglore,New Delhi,1,27210,Friday,Midnight,Before Dawn,370
Jet Airways,Kolkata,Banglore,1,13941,Saturday,Evening,Before Dawn,450
Air India,Banglore,New Delhi,1,10246,Friday,Afternoon,Noon,1155
IndiGo,Kolkata,Banglore,0,4804,Monday,Afternoon,Evening,155
Air Asia,Kolkata,Banglore,1,6810,Thursday,Midnight,Noon,720
Jet Airways,Banglore,Delhi,0,5198,Wednesday,Morning,Noon,180
Vistara,Banglore,Delhi,0,5613,Friday,Evening,Midnight,170
IndiGo,Mumbai,Hyderabad,0,4784,Sunday,Evening,Midnight,85
Jet Airways,Delhi,Cochin,1,5406,Thursday,Evening,Evening,1385
Air India,Banglore,Delhi,0,5228,Saturday,Noon,Afternoon,170
Jet Airways,Delhi,Cochin,1,12898,Monday,Evening,Evening,1325
Air India,Chennai,Kolkata,0,4667,Saturday,Noon,Noon,135
Jet Airways,Kolkata,Banglore,1,14781,Tuesday,Afternoon,Evening,345
Vistara,Banglore,Delhi,0,5403,Sunday,Morning,Noon,170
Jet Airways,Kolkata,Banglore,1,9899,Wednesday,Afternoon,Midnight,570
Jet Airways,Delhi,Cochin,2,13029,Tuesday,Evening,Before Dawn,535
Vistara,Kolkata,Banglore,1,9187,Saturday,Afternoon,Noon,1065
IndiGo,Banglore,Delhi,0,4823,Friday,Evening,Midnight,170
Air India,Delhi,Cochin,2,8665,Wednesday,Evening,Evening,1305
IndiGo,Delhi,Cochin,1,14871,Wednesday,Morning,Evening,755
IndiGo,Mumbai,Hyderabad,0,4049,Friday,Morning,Morning,90
Air India,Chennai,Kolkata,0,4667,Wednesday,Noon,Noon,135
IndiGo,Kolkata,Banglore,1,4226,Tuesday,Evening,Midnight,235
Air India,Banglore,New Delhi,0,7591,Sunday,Morning,Morning,165
Jet Airways,Banglore,New Delhi,1,19225,Wednesday,Before Dawn,Noon,450
Jet Airways,Delhi,Cochin,1,12898,Monday,Evening,Noon,1040
IndiGo,Mumbai,Hyderabad,0,2754,Sunday,Noon,Noon,90
SpiceJet,Mumbai,Hyderabad,0,1965,Friday,Noon,Afternoon,90
Air India,Kolkata,Banglore,2,12835,Sunday,Afternoon,Midnight,1830
Multiple carriers,Delhi,Cochin,1,14533,Wednesday,Morning,Evening,675
Vistara,Banglore,Delhi,0,4668,Monday,Morning,Noon,170
Jet Airways,Delhi,Cochin,1,11822,Tuesday,Afternoon,Noon,1145
Jet Airways,Delhi,Cochin,1,6017,Wednesday,Evening,Before Dawn,395
Jet Airways,Delhi,Cochin,1,14714,Sunday,Noon,Evening,450
SpiceJet,Chennai,Kolkata,0,3597,Sunday,Morning,Noon,135
Air Asia,Banglore,Delhi,0,3383,Wednesday,Noon,Noon,165
Air India,Kolkata,Banglore,2,11642,Saturday,Afternoon,Before Dawn,765
Vistara,Banglore,Delhi,0,5403,Saturday,Evening,Midnight,170
Air India,Delhi,Cochin,2,14221,Sunday,Afternoon,Evening,1595
Jet Airways,Kolkata,Banglore,1,8586,Saturday,Evening,Noon,775
IndiGo,Mumbai,Hyderabad,0,4049,Wednesday,Morning,Noon,90
Jet Airways,Delhi,Cochin,1,10262,Monday,Evening,Before Dawn,520
Multiple carriers,Delhi,Cochin,1,7888,Tuesday,Morning,Evening,840
Air India,Delhi,Cochin,2,8236,Thursday,Evening,Evening,1410
Air India,Delhi,Cochin,2,12961,Thursday,Noon,Evening,1795
Jet Airways,Kolkata,Banglore,1,8586,Thursday,Morning,Before Dawn,1330
IndiGo,Kolkata,Banglore,1,5279,Saturday,Morning,Noon,290
GoAir,Banglore,Delhi,0,3419,Tuesday,Evening,Midnight,165
Jet Airways,Delhi,Cochin,2,13292,Saturday,Before Dawn,Evening,810
Jet Airways,Kolkata,Banglore,1,13067,Wednesday,Evening,Morning,800
IndiGo,Chennai,Kolkata,0,3597,Friday,Noon,Afternoon,140
Jet Airways,Delhi,Cochin,1,15554,Saturday,Morning,Evening,715
IndiGo,Delhi,Cochin,1,6027,Wednesday,Afternoon,Midnight,310
Jet Airways,Kolkata,Banglore,1,14781,Thursday,Morning,Evening,705
Jet Airways,Delhi,Cochin,2,13376,Saturday,Afternoon,Before Dawn,830
IndiGo,Banglore,Delhi,0,3943,Monday,Evening,Midnight,180
GoAir,Delhi,Cochin,1,5842,Wednesday,Morning,Noon,370
IndiGo,Chennai,Kolkata,0,4326,Friday,Before Dawn,Morning,140
Multiple carriers,Delhi,Cochin,1,8937,Saturday,Morning,Evening,645
Air India,Chennai,Kolkata,0,3670,Thursday,Noon,Noon,135
IndiGo,Banglore,Delhi,0,4823,Tuesday,Evening,Evening,175
Jet Airways,Mumbai,Hyderabad,0,2071,Wednesday,Evening,Evening,90
Multiple carriers,Delhi,Cochin,1,6093,Thursday,Afternoon,Midnight,455
Vistara,Kolkata,Banglore,1,11682,Sunday,Evening,Midnight,1595
IndiGo,Banglore,New Delhi,1,7774,Sunday,Before Dawn,Noon,285
Jet Airways,Kolkata,Banglore,1,13067,Sunday,Afternoon,Afternoon,1285
IndiGo,Delhi,Cochin,1,7514,Monday,Morning,Afternoon,515
Multiple carriers,Delhi,Cochin,1,6838,Tuesday,Afternoon,Midnight,510
IndiGo,Chennai,Kolkata,0,3858,Monday,Noon,Afternoon,135
Multiple carriers,Delhi,Cochin,1,6795,Saturday,Noon,Midnight,760
Jet Airways,Delhi,Cochin,2,16263,Monday,Evening,Before Dawn,505
Air India,Kolkata,Banglore,1,8576,Thursday,Afternoon,Evening,1540
Air India,Banglore,Delhi,0,5228,Monday,Noon,Noon,165
Jet Airways,Delhi,Cochin,2,16704,Wednesday,Midnight,Before Dawn,1760
IndiGo,Kolkata,Banglore,0,8872,Sunday,Evening,Midnight,160
GoAir,Banglore,Delhi,0,3898,Friday,Noon,Afternoon,170
SpiceJet,Chennai,Kolkata,0,3332,Thursday,Afternoon,Evening,140
Jet Airways,Kolkata,Banglore,1,5608,Tuesday,Noon,Afternoon,435
Jet Airways,Kolkata,Banglore,1,13941,Thursday,Morning,Before Dawn,1215
Multiple carriers,Delhi,Cochin,1,9100,Thursday,Morning,Evening,705
Vistara,Banglore,Delhi,0,4878,Saturday,Afternoon,Evening,155
IndiGo,Delhi,Cochin,1,6416,Saturday,Morning,Evening,810
SpiceJet,Mumbai,Hyderabad,0,2017,Sunday,Before Dawn,Morning,90
Jet Airways,Delhi,Cochin,2,10976,Wednesday,Evening,Evening,1475
Jet Airways,Kolkata,Banglore,1,10031,Sunday,Evening,Afternoon,1235
IndiGo,Kolkata,Banglore,0,4462,Monday,Before Dawn,Morning,170
IndiGo,Delhi,Cochin,1,5073,Monday,Morning,Noon,275
IndiGo,Chennai,Kolkata,0,4326,Wednesday,Before Dawn,Morning,140
Multiple carriers Premium economy,Delhi,Cochin,1,10161,Thursday,Morning,Evening,705
IndiGo,Mumbai,Hyderabad,0,3175,Wednesday,Afternoon,Evening,90
Vistara,Kolkata,Banglore,1,12312,Sunday,Evening,Morning,770
Jet Airways,Delhi,Cochin,2,12604,Thursday,Evening,Evening,1470
Multiple carriers,Delhi,Cochin,1,10877,Saturday,Morning,Evening,690
IndiGo,Kolkata,Banglore,1,4226,Saturday,Morning,Noon,240
Jet Airways,Delhi,Cochin,1,5406,Saturday,Morning,Evening,660
